Code;Entity;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;;;
LUX;Luxembourg;97439.53;103333.91;102274.27;102264.53;97028.69;83246.695;84460.58;81638.43;77878.61;81191.305;85402.43;90348.625;97735.35;101260.22;113106.17;113049.23;109285.4;104455.21;101834.57;95591.98;98832.99;94211.61;90375.62;84137.46;79619.14;75576.625;72784.555;74384.77;76376.74;76273.7;64241.79;;;
LUX Total;;97439.53;103333.91;102274.27;102264.53;97028.69;83246.695;84460.58;81638.43;77878.61;81191.305;85402.43;90348.625;97735.35;101260.22;113106.17;113049.23;109285.4;104455.21;101834.57;95591.98;98832.99;94211.61;90375.62;84137.46;79619.14;75576.625;72784.555;74384.77;76376.74;76273.7;64241.79;;;
LVA;Latvia;32150.785;29742.604;21418.38;18627.367;18271.137;17340.705;16361.679;16716.4;18462.982;15906.265;15779.984;17236.137;17635.336;17660.322;20126.611;21027.428;20211.02;21105.2;21504.193;20609.242;23635.057;21346.463;22381.162;21775.469;20261.896;20957.162;22548.604;25054.545;22506.594;23394.7;21535.734;;;
LVA Total;;32150.785;29742.604;21418.38;18627.367;18271.137;17340.705;16361.679;16716.4;18462.982;15906.265;15779.984;17236.137;17635.336;17660.322;20126.611;21027.428;20211.02;21105.2;21504.193;20609.242;23635.057;21346.463;22381.162;21775.469;20261.896;20957.162;22548.604;25054.545;22506.594;23394.7;21535.734;;;
MAC;Macao;12762.234;12156.421;12235.194;13134.948;13728.948;13935.989;15103.862;15209.331;15979.731;16700.1;15977.8125;16188.216;17029.46;16996.396;19637.254;19636.117;20359.129;20300.041;17604.602;18303.113;18400.9;18063.021;17832.598;17761.412;18849.732;21063.752;20401.303;24657.23;22952.04;23023.588;20649.154;;;
MAC Total;;12762.234;12156.421;12235.194;13134.948;13728.948;13935.989;15103.862;15209.331;15979.731;16700.1;15977.8125;16188.216;17029.46;16996.396;19637.254;19636.117;20359.129;20300.041;17604.602;18303.113;18400.9;18063.021;17832.598;17761.412;18849.732;21063.752;20401.303;24657.23;22952.04;23023.588;20649.154;;;
MDA;Moldova;;;13853.316;10323.984;7238.4287;7440.0825;8566.718;9500.102;8918.751;7367.9434;7750.128;7673.8516;8558.681;9629.671;9094.614;10069.241;10814.542;9570.557;10052.481;9210.98;9287.713;9207.143;12907.23;13035.35;12760.212;11617.373;11798.2;12164.262;13129.505;13488.875;13070.765;;;
MDA Total;;;;13853.316;10323.984;7238.4287;7440.0825;8566.718;9500.102;8918.751;7367.9434;7750.128;7673.8516;8558.681;9629.671;9094.614;10069.241;10814.542;9570.557;10052.481;9210.98;9287.713;9207.143;12907.23;13035.35;12760.212;11617.373;11798.2;12164.262;13129.505;13488.875;13070.765;;;
MDG;Madagascar;412.11603;414.29288;434.9889;426.3261;449.14658;456.61432;454.87448;450.8971;443.88486;431.42715;591.2006;563.0391;422.2325;524.7671;554.3044;520.9991;498.27472;516.442;531.468;455.50735;469.25098;511.36972;587.69507;600.2899;635.02496;676.7416;691.3689;617.7024;579.6003;678.70404;447.50406;;;
MDG Total;;412.11603;414.29288;434.9889;426.3261;449.14658;456.61432;454.87448;450.8971;443.88486;431.42715;591.2006;563.0391;422.2325;524.7671;554.3044;520.9991;498.27472;516.442;531.468;455.50735;469.25098;511.36972;587.69507;600.2899;635.02496;676.7416;691.3689;617.7024;579.6003;678.70404;447.50406;;;
MDV;Maldives;1875.4272;1817.4015;1768.5521;2007.3478;3927.181;5271.3096;5397.8564;4573.3916;4949.162;4872.386;10129.736;8351.583;9816.173;8392.205;10799.323;9621.824;11906.826;11930.126;12517.4;12835.753;12524.812;13070.632;16088.853;16413.824;21157.406;15149.077;15410.746;15375.788;17020.91;18567.896;17308.588;;;
MDV Total;;1875.4272;1817.4015;1768.5521;2007.3478;3927.181;5271.3096;5397.8564;4573.3916;4949.162;4872.386;10129.736;8351.583;9816.173;8392.205;10799.323;9621.824;11906.826;11930.126;12517.4;12835.753;12524.812;13070.632;16088.853;16413.824;21157.406;15149.077;15410.746;15375.788;17020.91;18567.896;17308.588;;;
MEX;Mexico;16141.271;16288.587;16284.947;15988.583;16584.426;15998.047;16125.593;16233.624;16610.916;16578.275;17300.662;16898.29;17044.275;16996.574;17731.264;19153.719;19171.469;19098.814;19633.797;19065.637;18870.824;19447.846;19349.783;19108.69;18757.031;18335.252;18538.975;18689.648;18269.648;17903.295;16382.68;;;
MEX Total;;16141.271;16288.587;16284.947;15988.583;16584.426;15998.047;16125.593;16233.624;16610.916;16578.275;17300.662;16898.29;17044.275;16996.574;17731.264;19153.719;19171.469;19098.814;19633.797;19065.637;18870.824;19447.846;19349.783;19108.69;18757.031;18335.252;18538.975;18689.648;18269.648;17903.295;16382.68;;;
MKD;North Macedonia;14509.268;14458.464;14983.443;15163.268;14346.741;14441.307;16688.305;14975.063;16853.76;16061.009;15136.714;14134.944;13736.116;15438.576;15211.423;15711.266;15953.717;15826.587;15306.128;15049.309;16308.639;16243.486;15064.223;14376.997;13282.878;13986.548;14496.338;13935.601;13911.034;14689.626;12822.86;;;
MKD Total;;14509.268;14458.464;14983.443;15163.268;14346.741;14441.307;16688.305;14975.063;16853.76;16061.009;15136.714;14134.944;13736.116;15438.576;15211.423;15711.266;15953.717;15826.587;15306.128;15049.309;16308.639;16243.486;15064.223;14376.997;13282.878;13986.548;14496.338;13935.601;13911.034;14689.626;12822.86;;;
MLI;Mali;277.25122;272.37534;287.5596;284.01532;278.68048;273.68933;277.65744;275.14996;274.41876;267.1443;391.75388;384.58038;360.90942;350.71347;353.03635;378.31973;429.55984;489.2138;565.22516;691.58307;757.35394;804.06683;830.3994;830.25073;899.23505;952.77563;1172.1898;1234.1934;1243.7677;1231.7151;1142.8834;;;
MLI Total;;277.25122;272.37534;287.5596;284.01532;278.68048;273.68933;277.65744;275.14996;274.41876;267.1443;391.75388;384.58038;360.90942;350.71347;353.03635;378.31973;429.55984;489.2138;565.22516;691.58307;757.35394;804.06683;830.3994;830.25073;899.23505;952.77563;1172.1898;1234.1934;1243.7677;1231.7151;1142.8834;;;
MLT;Malta;22185.451;23163.854;24135.17;25248.361;26794.076;25775.016;26498.742;28006.824;29060.49;31934.371;46378.05;50713.89;49170.387;56833.484;59390.21;50493.625;51478.543;55957.79;57768.11;61248.996;72549.08;68190.57;64067.15;59756.48;59933.56;64130.957;69591.945;77316.09;78729.375;80081.51;72065.46;;;
MLT Total;;22185.451;23163.854;24135.17;25248.361;26794.076;25775.016;26498.742;28006.824;29060.49;31934.371;46378.05;50713.89;49170.387;56833.484;59390.21;50493.625;51478.543;55957.79;57768.11;61248.996;72549.08;68190.57;64067.15;59756.48;59933.56;64130.957;69591.945;77316.09;78729.375;80081.51;72065.46;;;
MMR;Myanmar;626.5227;611.5023;630.84467;665.22644;768.1933;804.47095;802.511;844.2114;923.9542;925.74817;1055.1344;963.84076;1107.3801;1236.4875;1285.3595;1642.7948;1538.9808;1648.7915;1504.8369;1377.901;1386.8824;1505.1958;1779.6029;2042.9814;2368.4949;2192.525;2501.5964;3203.9011;3270.801;3197.22;3183.1047;;;
MMR Total;;626.5227;611.5023;630.84467;665.22644;768.1933;804.47095;802.511;844.2114;923.9542;925.74817;1055.1344;963.84076;1107.3801;1236.4875;1285.3595;1642.7948;1538.9808;1648.7915;1504.8369;1377.901;1386.8824;1505.1958;1779.6029;2042.9814;2368.4949;2192.525;2501.5964;3203.9011;3270.801;3197.22;3183.1047;;;
MNE;Montenegro;;;;;;;;;;;;;;;;;24270.525;21851.393;24712.115;21325.205;26631.988;21941.479;21276.305;22880.111;20434.42;21034.895;21028.148;19660.412;21852.676;20460.55;17942.342;;;
MNE Total;;;;;;;;;;;;;;;;;;24270.525;21851.393;24712.115;21325.205;26631.988;21941.479;21276.305;22880.111;20434.42;21034.895;21028.148;19660.412;21852.676;20460.55;17942.342;;;
MNG;Mongolia;26418.062;26932.64;23671.002;21398.938;19678.45;18526.11;18857.643;17051.783;17177.256;17113.32;17691.607;17502.184;18501.777;17411.361;16947.145;17428.03;18611.67;19353.18;18919.375;18920.904;18202.299;18659.32;19704.566;20521.99;19699.537;19182.596;19692.092;21043.662;22486.172;24279.39;20376.916;;;
MNG Total;;26418.062;26932.64;23671.002;21398.938;19678.45;18526.11;18857.643;17051.783;17177.256;17113.32;17691.607;17502.184;18501.777;17411.361;16947.145;17428.03;18611.67;19353.18;18919.375;18920.904;18202.299;18659.32;19704.566;20521.99;19699.537;19182.596;19692.092;21043.662;22486.172;24279.39;20376.916;;;
MNP;Northern Mariana Islands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
MNP Total;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
MOZ;Mozambique;410.74274;413.4892;400.53726;420.21716;387.15732;390.27704;395.6344;458.0164;555.14966;1314.8768;1646.6608;2058.794;2031.7814;2005.1836;2047.423;2189.5408;2325.4858;2517.8892;2311.3452;2432.587;2355.5942;2590.4597;2700.6165;2775.2776;2987.1777;3077.791;3067.1821;2985.2324;2383.0244;2446.9106;2248.653;;;
MOZ Total;;410.74274;413.4892;400.53726;420.21716;387.15732;390.27704;395.6344;458.0164;555.14966;1314.8768;1646.6608;2058.794;2031.7814;2005.1836;2047.423;2189.5408;2325.4858;2517.8892;2311.3452;2432.587;2355.5942;2590.4597;2700.6165;2775.2776;2987.1777;3077.791;3067.1821;2985.2324;2383.0244;2446.9106;2248.653;;;
MRT;Mauritania;1984.4912;2015.5123;6285.3643;6176.067;5951.325;5873.274;5824.2036;5699.632;5573.307;5424.3203;1872.364;1906.994;2004.1155;2054.2488;2161.6206;2206.7163;2100.9646;2318.157;2781.5295;2688.0107;2594.6553;2710.173;2906.24;2568.1191;2994.4866;2955.3347;2687.6682;3923.3762;4074.3657;4149.229;3884.7751;;;
MRT Total;;1984.4912;2015.5123;6285.3643;6176.067;5951.325;5873.274;5824.2036;5699.632;5573.307;5424.3203;1872.364;1906.994;2004.1155;2054.2488;2161.6206;2206.7163;2100.9646;2318.157;2781.5295;2688.0107;2594.6553;2710.173;2906.24;2568.1191;2994.4866;2955.3347;2687.6682;3923.3762;4074.3657;4149.229;3884.7751;;;
MSR;Montserrat;6940.406;12398.994;12996.938;13722.97;14622.862;23150.402;25094.129;27305.855;30093.725;33446.98;22515.271;24606.283;36233.332;36038.613;35807.695;35542.004;35250.55;38881.137;49473.754;41319.547;54497.844;37454.2;36263.168;45365.406;42027.945;47224.633;26808.178;26044.17;31185.535;30173.104;25413.51;;;
MSR Total;;6940.406;12398.994;12996.938;13722.97;14622.862;23150.402;25094.129;27305.855;30093.725;33446.98;22515.271;24606.283;36233.332;36038.613;35807.695;35542.004;35250.55;38881.137;49473.754;41319.547;54497.844;37454.2;36263.168;45365.406;42027.945;47224.633;26808.178;26044.17;31185.535;30173.104;25413.51;;;
MTQ;Martinique;17079.51;14021.6;15145.226;20253.162;19646.701;19578.129;19297.6;19216.137;18796.201;18660.896;21751.89;21994.83;23145.516;23159.686;23747.654;23872.316;24167.125;25089.396;25226.03;25264.98;25326.725;26499.41;0;0;0;0;0;0;0;0;24263.932;;;
MTQ Total;;17079.51;14021.6;15145.226;20253.162;19646.701;19578.129;19297.6;19216.137;18796.201;18660.896;21751.89;21994.83;23145.516;23159.686;23747.654;23872.316;24167.125;25089.396;25226.03;25264.98;25326.725;26499.41;0;0;0;0;0;0;0;0;24263.932;;;
MUS;Mauritius;7287.114;7287.894;8599.056;8552.078;8419.8955;8915.209;8838.137;8841.741;9006.974;9847.927;13215.6;13385.311;13056.474;13249.851;13567.276;14451.097;15004.636;15502.124;15889.464;15279.018;16415.438;16788.395;16868.873;17104.646;17609.402;18247.52;18958.602;20786.77;21929.627;22800.158;19245.18;;;
MUS Total;;7287.114;7287.894;8599.056;8552.078;8419.8955;8915.209;8838.137;8841.741;9006.974;9847.927;13215.6;13385.311;13056.474;13249.851;13567.276;14451.097;15004.636;15502.124;15889.464;15279.018;16415.438;16788.395;16868.873;17104.646;17609.402;18247.52;18958.602;20786.77;21929.627;22800.158;19245.18;;;
MWI;Malawi;493.36633;547.2007;539.48083;520.2003;558.9982;583.22473;580.4206;572.58167;595.0406;574.521;606.25275;581.4494;560.5774;574.14386;596.341;564.4167;566.84424;548.9341;607.96954;549.8785;640.52893;626.8056;611.7529;604.7202;605.3154;567.38477;581.6119;583.40607;542.3849;537.8198;503.25735;;;
MWI Total;;493.36633;547.2007;539.48083;520.2003;558.9982;583.22473;580.4206;572.58167;595.0406;574.521;606.25275;581.4494;560.5774;574.14386;596.341;564.4167;566.84424;548.9341;607.96954;549.8785;640.52893;626.8056;611.7529;604.7202;605.3154;567.38477;581.6119;583.40607;542.3849;537.8198;503.25735;;;
MYS;Malaysia;13757.189;16754.076;18381.809;17979.701;18568.719;19762.299;21473.818;24257.473;22715.672;23668.324;26639.928;26582.326;27303.566;28867.148;30459.574;32213.139;31831.441;33221.49;33712.133;32003.473;32487.746;32524.594;35010.12;36062.543;35862.223;35878.008;37199.58;37162.887;37333.03;37823.5;35997.363;;;
MYS Total;;13757.189;16754.076;18381.809;17979.701;18568.719;19762.299;21473.818;24257.473;22715.672;23668.324;26639.928;26582.326;27303.566;28867.148;30459.574;32213.139;31831.441;33221.49;33712.133;32003.473;32487.746;32524.594;35010.12;36062.543;35862.223;35878.008;37199.58;37162.887;37333.03;37823.5;35997.363;;;
NAM;Namibia;7420.298;3812.525;3435.413;4182.518;3863.0842;5896.2056;5569.181;5242.652;5618.035;7343.829;6971.662;7906.876;7473.249;7768.2593;7998.0425;8329.664;8203.538;8337.066;8670.3955;8711.895;8834.805;9036.284;9158.613;9313.876;9735.818;10013.897;9860.743;9969.967;9675.655;9254.443;8960.352;;;
NAM Total;;7420.298;3812.525;3435.413;4182.518;3863.0842;5896.2056;5569.181;5242.652;5618.035;7343.829;6971.662;7906.876;7473.249;7768.2593;7998.0425;8329.664;8203.538;8337.066;8670.3955;8711.895;8834.805;9036.284;9158.613;9313.876;9735.818;10013.897;9860.743;9969.967;9675.655;9254.443;8960.352;;;
NCL;New Caledonia;42360.266;41708.77;41886.645;40328.31;40635.75;39831.57;39165.57;35796.543;35769.176;35775.76;45268.094;42436.5;45016.35;47813.31;45600.543;49324.58;47853.824;50583.902;50031.6;49562.727;56732.92;55054.582;57458.293;60432.473;68428.61;69502.61;73955.19;71473.98;79704.05;79064.88;74262.35;;;
NCL Total;;42360.266;41708.77;41886.645;40328.31;40635.75;39831.57;39165.57;35796.543;35769.176;35775.76;45268.094;42436.5;45016.35;47813.31;45600.543;49324.58;47853.824;50583.902;50031.6;49562.727;56732.92;55054.582;57458.293;60432.473;68428.61;69502.61;73955.19;71473.98;79704.05;79064.88;74262.35;;;
NER;Niger;445.62622;437.2567;413.75067;422.2729;412.9778;411.66547;400.00748;388.84528;390.2149;351.07642;285.42957;270.00186;277.3297;294.4527;311.80307;283.51257;275.1137;285.46628;305.83826;346.99503;413.75497;400.05173;512.0466;554.4608;506.64435;514.94916;462.7355;433.12198;460.16846;468.4848;442.419;;;
NER Total;;445.62622;437.2567;413.75067;422.2729;412.9778;411.66547;400.00748;388.84528;390.2149;351.07642;285.42957;270.00186;277.3297;294.4527;311.80307;283.51257;275.1137;285.46628;305.83826;346.99503;413.75497;400.05173;512.0466;554.4608;506.64435;514.94916;462.7355;433.12198;460.16846;468.4848;442.419;;;
NGA;Nigeria;2145.8665;2299.37;2298.7617;2274.8088;2067.1448;2240.9358;2238.9402;2184.0325;2042.3184;1997.75;1827.2556;2013.8263;2047.175;2100.6572;2122.0964;2259.4753;1960.8763;1749.5142;2047.7776;1250.4224;1514.1042;2095.608;2033.5441;2546.1362;2707.8645;2495.8333;2488.9058;2358.808;2461.8206;2482.8318;2445.0652;;;
NGA Total;;2145.8665;2299.37;2298.7617;2274.8088;2067.1448;2240.9358;2238.9402;2184.0325;2042.3184;1997.75;1827.2556;2013.8263;2047.175;2100.6572;2122.0964;2259.4753;1960.8763;1749.5142;2047.7776;1250.4224;1514.1042;2095.608;2033.5441;2546.1362;2707.8645;2495.8333;2488.9058;2358.808;2461.8206;2482.8318;2445.0652;;;
NIC;Nicaragua;2553.2358;2386.3945;2630.7493;2647.7546;2642.1714;2768.959;2863.8794;2895.0417;3082.8777;3256.1426;3180.8794;3331.2754;3352.5957;3514.2737;3614.3872;3627.2178;3595.257;3692.5571;3683.9102;3631.891;3699.9202;3835.2747;3815.5432;3991.6355;4173.7993;4501.891;4451.653;4376.1777;4282.387;4225.4365;4237.677;;;
NIC Total;;2553.2358;2386.3945;2630.7493;2647.7546;2642.1714;2768.959;2863.8794;2895.0417;3082.8777;3256.1426;3180.8794;3331.2754;3352.5957;3514.2737;3614.3872;3627.2178;3595.257;3692.5571;3683.9102;3631.891;3699.9202;3835.2747;3815.5432;3991.6355;4173.7993;4501.891;4451.653;4376.1777;4282.387;4225.4365;4237.677;;;
NIU;Niue;4972.676;5051.607;5128.3477;5219.3726;5313.0425;5389.5215;5481.57;5578.462;5708.5425;5876.9067;13541.948;14273.005;14102.177;13496.839;13737.5;14451.548;14495.034;13457.611;21272.562;14045.973;13107.488;14614.294;14400.746;15371.812;15776.486;16946.316;16205.726;15733.968;16154.689;16592.62;15567.364;;;
NIU Total;;4972.676;5051.607;5128.3477;5219.3726;5313.0425;5389.5215;5481.57;5578.462;5708.5425;5876.9067;13541.948;14273.005;14102.177;13496.839;13737.5;14451.548;14495.034;13457.611;21272.562;14045.973;13107.488;14614.294;14400.746;15371.812;15776.486;16946.316;16205.726;15733.968;16154.689;16592.62;15567.364;;;
NLD;Netherlands;60940.926;61679.36;61985.13;62091.71;61031.957;63117.93;65456.96;63906.344;63980.645;62847.582;63325.41;65422.44;65146.56;65296.625;67222.88;68395.85;66740;67568.08;66484.65;65268.383;70448.46;66766.09;65277.332;63014.336;59946.082;60683.023;60943.15;61101.004;59348.1;58836.934;56705.54;;;
NLD Total;;60940.926;61679.36;61985.13;62091.71;61031.957;63117.93;65456.96;63906.344;63980.645;62847.582;63325.41;65422.44;65146.56;65296.625;67222.88;68395.85;66740;67568.08;66484.65;65268.383;70448.46;66766.09;65277.332;63014.336;59946.082;60683.023;60943.15;61101.004;59348.1;58836.934;56705.54;;;
NOR;Norway;116793.99;107180.65;112226.19;115128.87;110567.26;116719.9;106524.24;111384.03;115148.04;117394.086;129255.24;116303.484;120364.25;105588.055;106903.02;121278.375;110179.18;117053.125;118381.93;107938.016;102332.45;102448.8;111982.734;103711.92;105633.75;105580.38;106194.95;105901.33;103558.19;96392.5;103888.89;;;
NOR Total;;116793.99;107180.65;112226.19;115128.87;110567.26;116719.9;106524.24;111384.03;115148.04;117394.086;129255.24;116303.484;120364.25;105588.055;106903.02;121278.375;110179.18;117053.125;118381.93;107938.016;102332.45;102448.8;111982.734;103711.92;105633.75;105580.38;106194.95;105901.33;103558.19;96392.5;103888.89;;;
NPL;Nepal;282.64832;314.0623;322.01544;320.27237;350.8241;379.11972;421.09924;445.4051;531.4146;589.571;599.056;622.0788;645.2906;669.50134;660.4656;678.4753;663.4546;653.86755;719.46136;818.67523;868.6695;922.1434;967.2062;1020.5796;1099.4447;979.0958;1426.1302;1614.7568;1753.6006;1700.5831;1677.7975;;;
NPL Total;;282.64832;314.0623;322.01544;320.27237;350.8241;379.11972;421.09924;445.4051;531.4146;589.571;599.056;622.0788;645.2906;669.50134;660.4656;678.4753;663.4546;653.86755;719.46136;818.67523;868.6695;922.1434;967.2062;1020.5796;1099.4447;979.0958;1426.1302;1614.7568;1753.6006;1700.5831;1677.7975;;;
NRU;Nauru;58062.656;56278.363;55160.246;54499.246;54261.004;60547.156;60503.73;60255.67;60174.56;60145.945;44017.28;39953.254;37538.883;33686.04;31641.86;31064.385;22659.775;22131.348;22558.277;21952.797;23124.062;22639.81;23654.348;26976.27;28475.137;29667.088;31831.389;24506.256;28203.953;22405.49;21142.482;;;
NRU Total;;58062.656;56278.363;55160.246;54499.246;54261.004;60547.156;60503.73;60255.67;60174.56;60145.945;44017.28;39953.254;37538.883;33686.04;31641.86;31064.385;22659.775;22131.348;22558.277;21952.797;23124.062;22639.81;23654.348;26976.27;28475.137;29667.088;31831.389;24506.256;28203.953;22405.49;21142.482;;;
NZL;New Zealand;54876;54626.305;53927.176;54913.426;57206.188;58495.258;58465.91;57741.027;57223.055;57371.336;59543.81;58485.12;59589.08;56734.85;57499.695;55352.246;55087.375;54356.55;54010.57;53337.418;54097.28;53886.934;53929.51;53825.684;55530.688;54939.43;54612.46;54745.46;53424.1;53259.336;47384.516;;;
NZL Total;;54876;54626.305;53927.176;54913.426;57206.188;58495.258;58465.91;57741.027;57223.055;57371.336;59543.81;58485.12;59589.08;56734.85;57499.695;55352.246;55087.375;54356.55;54010.57;53337.418;54097.28;53886.934;53929.51;53825.684;55530.688;54939.43;54612.46;54745.46;53424.1;53259.336;47384.516;;;
OMN;Oman;25811.695;32077.758;30367.953;28068.113;25534.031;29375.076;29626.945;30043.963;30345.678;33996.68;47317.117;51864.105;55331.734;56736.633;51916.52;61629.492;66495.54;66225.37;75738.22;73844.125;82213.055;80976.87;80129;83183.34;78766.81;80343.99;76792.23;77804.74;81662.58;81070.86;79038.305;;;
OMN Total;;25811.695;32077.758;30367.953;28068.113;25534.031;29375.076;29626.945;30043.963;30345.678;33996.68;47317.117;51864.105;55331.734;56736.633;51916.52;61629.492;66495.54;66225.37;75738.22;73844.125;82213.055;80976.87;80129;83183.34;78766.81;80343.99;76792.23;77804.74;81662.58;81070.86;79038.305;;;
OWID_CZS;Czechoslovakia;60946.367;55023.684;49517.215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OWID_CZS Total;;60946.367;55023.684;49517.215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OWID_KOS;Kosovo;;;;;;;;;;;;;;;;;;;13555.565;15299.225;15206.661;15233.553;15055.625;14451.603;13598.529;15722.203;16397.021;14844.403;15358.81;15996.135;15964.659;;;
OWID_KOS Total;;;;;;;;;;;;;;;;;;;;13555.565;15299.225;15206.661;15233.553;15055.625;14451.603;13598.529;15722.203;16397.021;14844.403;15358.81;15996.135;15964.659;;;
OWID_SRM;Serbia and Montenegro;;;23930.355;19998.004;19513.012;21289.15;24595.86;26001.715;26489.646;21508.646;21794.13;22620.277;24993.896;25257.76;25942.348;24467.07;;;;;;;;;;;;;;;;;;
OWID_SRM Total;;;;23930.355;19998.004;19513.012;21289.15;24595.86;26001.715;26489.646;21508.646;21794.13;22620.277;24993.896;25257.76;25942.348;24467.07;;;;;;;;;;;;;;;;;;
OWID_USS;USSR;63938.098;62636.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OWID_USS Total;;63938.098;62636.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OWID_WRL;World;17983.693;17808.033;17627.418;17497.383;17458.143;17599.514;17848.838;17785.148;17655.86;17722.963;17947.367;17888.275;18034.693;18437.734;19108.459;19487.307;19787.285;20137.867;20118.059;19545.236;20230.973;20440.598;20477.785;20580.428;20547.504;20474.258;20481.148;20672.873;21005.615;21012.797;20068.709;;;
OWID_WRL Total;;17983.693;17808.033;17627.418;17497.383;17458.143;17599.514;17848.838;17785.148;17655.86;17722.963;17947.367;17888.275;18034.693;18437.734;19108.459;19487.307;19787.285;20137.867;20118.059;19545.236;20230.973;20440.598;20477.785;20580.428;20547.504;20474.258;20481.148;20672.873;21005.615;21012.797;20068.709;;;
OWID_YGS;Yugoslavia;37077.207;32609.102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OWID_YGS Total;;37077.207;32609.102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAK;Pakistan;2646.973;2715.528;2778.5747;2997.4011;3012.7393;3085.091;3187.431;2992.1724;3119.7483;3164.593;3133.7341;3109.8933;3148.9678;3355.3328;3651.1396;3707.498;3826.2024;3981.9287;3915.401;3879.5596;3809.4282;3727.3542;3401.6624;3661.0076;3725.9507;3867.1926;4163.3916;4348.8296;4419.1685;4400.1157;4301.192;;;
PAK Total;;2646.973;2715.528;2778.5747;2997.4011;3012.7393;3085.091;3187.431;2992.1724;3119.7483;3164.593;3133.7341;3109.8933;3148.9678;3355.3328;3651.1396;3707.498;3826.2024;3981.9287;3915.401;3879.5596;3809.4282;3727.3542;3401.6624;3661.0076;3725.9507;3867.1926;4163.3916;4348.8296;4419.1685;4400.1157;4301.192;;;
PAN;Panama;21539.416;20851.395;20784.041;20443.451;22311.537;23018.55;20299.03;20451.44;21117.146;14425.172;22342.99;22268.62;21577.676;21345.66;21352.857;20928.799;22302.521;20661.121;23762.428;22608.205;25191.672;24962.39;27223.264;26325.066;26454.377;28399.344;29494.584;31180.088;31255.303;27875.5;27640.848;;;
PAN Total;;21539.416;20851.395;20784.041;20443.451;22311.537;23018.55;20299.03;20451.44;21117.146;14425.172;22342.99;22268.62;21577.676;21345.66;21352.857;20928.799;22302.521;20661.121;23762.428;22608.205;25191.672;24962.39;27223.264;26325.066;26454.377;28399.344;29494.584;31180.088;31255.303;27875.5;27640.848;;;
PER;Peru;4840.4033;4700.4067;4484.4756;4803.711;5120.7056;5453.049;5517.9634;5313.081;5385.502;5433.1816;5528.503;5407.2314;5472.09;5345.9004;5642.6665;5816.902;5834.625;6303.5713;6757.0254;6840.561;7707.48;8431.997;8629.543;8741.407;8856.475;9171.356;9602.029;9605.62;9887.749;9949.632;8365.432;;;
PER Total;;4840.4033;4700.4067;4484.4756;4803.711;5120.7056;5453.049;5517.9634;5313.081;5385.502;5433.1816;5528.503;5407.2314;5472.09;5345.9004;5642.6665;5816.902;5834.625;6303.5713;6757.0254;6840.561;7707.48;8431.997;8629.543;8741.407;8856.475;9171.356;9602.029;9605.62;9887.749;9949.632;8365.432;;;
PHL;Philippines;3047.1233;2929.0786;3068.9492;3288.423;3346.2202;3733.4612;3904.6829;4157.918;4044.8638;4002.2668;3945.0947;3776.7449;3717.366;3758.5122;3771.797;3713.3245;3471.6638;3535.2363;3587.5803;3563.5925;3601.5786;3608.626;3668.3667;3865.761;4002.7449;4314.0645;4629.1177;4989.8896;5040.644;5104.391;4565.3384;;;
PHL Total;;3047.1233;2929.0786;3068.9492;3288.423;3346.2202;3733.4612;3904.6829;4157.918;4044.8638;4002.2668;3945.0947;3776.7449;3717.366;3758.5122;3771.797;3713.3245;3471.6638;3535.2363;3587.5803;3563.5925;3601.5786;3608.626;3668.3667;3865.761;4002.7449;4314.0645;4629.1177;4989.8896;5040.644;5104.391;4565.3384;;;
PNG;Papua New Guinea;2893.5044;2772.0474;2818.7488;2760.274;2549.1458;2852.4536;2871.9429;2626.174;2553.1975;2495.703;2747.3433;3037.2134;3073.6719;3376.0618;3651.7664;3417.0745;3393.2031;3544.4324;3056.953;3259.054;2867.5837;2917.4312;2741.8088;2730.9343;2816.4016;3170.5203;3283.4167;3098.1384;3150.1516;3159.5166;2163.8704;;;
PNG Total;;2893.5044;2772.0474;2818.7488;2760.274;2549.1458;2852.4536;2871.9429;2626.174;2553.1975;2495.703;2747.3433;3037.2134;3073.6719;3376.0618;3651.7664;3417.0745;3393.2031;3544.4324;3056.953;3259.054;2867.5837;2917.4312;2741.8088;2730.9343;2816.4016;3170.5203;3283.4167;3098.1384;3150.1516;3159.5166;2163.8704;;;
